BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
CN45944PC,TVZONE MEDIA COMPANY LIMITED,CN,5911,39844.13874,438,CHANGSHA,4.841,59,4.600364444
CN44374PC,ZHANGSHANGZONGHENG INFORMATION AND TECHNOLOGY (BEIJING) COMPANG LIMITED,CN,9329,39821.241,79,BEIJING,7.076,93,4.60011479
CN52674PC,XINJIANG ZHUNDONG OIL FIELD ENGINEERING TECHNOLOGY COMPANY LIMITED,CN,7112,39790.46764,279,NA,19.294,71,4.599779043
CN47016PC,ZHEJIANG HAILI COMPANY LIMITED,CN,2790,39786.03082,234,QUZHOU,23.311,27,4.599730615
CN49607PC,HUBEI XINGXIN TECHNOLOGY COMPANY LIMITED,CN,2229,39754.99898,505,EZHOU,11.233,22,4.599391747
CN51743PC,NINGXIA NING MIAO ECOLOGICAL LANDSCAPE (GROUP) COMPANY LIMITED,CN,161,39731.93035,257,YINCHUAN,8.76,1,4.599139666
CN40798PC,WUHAN OPTICS VALLEY INFORMATION TECHNOLOGIES COMPANY LIMITED,CN,4651,39722.05487,495,WUHAN,17.994,46,4.599031707
CN46839PC,FUJIAN BAICHUAN RESOURCES RECYCLING SCIENCE & TECHNOLOGY COMPANY LIMITED,CN,2060,39721.29112,421,QUANZHOU,2.425,20,4.599023357
CN9367159284,"JIANGSU XINYANG NEW MATERIAL CO., LTD.",CN,2319,39682.18416,452,YANGZHOU,36.007,23,4.598595568
CN50790PC,HANGZHOU HUASU INDUSTRY COMPANY LIMITED,CN,2229,39668.09752,153,HANGZHOU,7.829,22,4.598441372
CN43452PC,"QINGDAO SPRING WATER TREATMENT CO., LTD.",CN,2651,39651.10288,160,QINGDAO,20.796,26,4.598255272
CN42149PC,FUJIAN LONGTAI BAMBOO HOUSEWARE COMPANY LIMITED,CN,4673,39620.86695,813,TANCHENG,32.821,46,4.597923974
CN9367156968,"CHUZHOU HUAJU BAIXINGYUAN LARGE PHARMACY CHAIN CO., LTD.",CN,4645,39586.17706,NA,CHUZHOU,18.368,46,4.597543563
CN40922PC,SHANGHAI SINOMCU MICROELECTRONICS COMPANY LIMITED,CN,2611,39570.6308,97,SHANGHAI,5.251,26,4.597372973
CN48989PC,CHENGDU ZHICHENG HUATIAN COMPOSITE MATERIALS COMPANY LIMITED,CN,2399,39560.75532,285,CHENGDU,7.188,23,4.597264575
CN42864PC,ETUO COMMUNICATION GROUP COMPANY LIMITED,CN,6020,39549.83336,33,HEFEI,32.652,60,4.597144658
CN9372365922,"SHENZHEN BESITER POWER BANK CO., LTD.",CN,2790,39542.09952,500,SHENZHEN,11.177,27,4.597059725
CN43668PC,GANSU JINGMAO ECOLOGICAL AGRICULTURAL SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,150,39539.85937,173,BAIYIN,9.725,1,4.59703512
CN47341PC,"CHONGQING RATO INDUSTRIAL CO., LTD.",CN,2229,39530.27988,273,CHONGQING,NA,22,4.596929889
CN9407167273,"JIANGSU NET ENTER SCIENCE AND TECHNOLOGY CO., LTD.",CN,5829,39522.38972,171,SUZHOU,45.008,58,4.596843196
CN49596PC,JIANGSU JINGJIANG INSTRUMENT TRANSFORMER COMPANY LIMITED,CN,2611,39504.79425,561,NA,10.354,26,4.596649804
CN46424PC,"BAMA TEA CO., LTD.",CN,1083,39464.90864,NA,SHENZHEN,29.447,10,4.596211102
CN43444PC,ZHEJIANG YISEN TECHNOLOGY COMPANY LIMITED,CN,2361,39464.71982,244,SHAOXING,20.59,23,4.596209024
CN31196PC,WANXIANG DONEED COMPANY LIMITED,CN,111,39457.56367,220,HARBIN,12.042,1,4.596130266
CN42507PC,BAODING LUCKY INNOVATIVE MATERIALS COMPANY LIMITED,CN,2059,39454.84434,283,BAODING,17.742,20,4.596100334
CN49022PC,JIANGXI SAMTON TECHNOLOGY DEVELOPMENT STOCK CORPORATION,CN,6209,39451.33634,209,NANCHANG,45.468,62,4.596061719
CN51018PC,NINGBOMATERCHEMTECHNOLOGY COMPANY LIMITED,CN,4675,39447.25054,134,NINGBO,13.398,46,4.596016738
CN47112PC,SUN CITY (XIAMEN) OUTDOOR TECHNOLOGY COMPANY LIMITED,CN,1419,39446.37501,1146,XIAMEN,4.491,14,4.596007099
CN46879PC,GUANGDONG TIANYIMA INFORMATION INDUSTRY COMPANY LIMITED,CN,4651,39413.62493,280,SHANTOU,25.685,46,4.595646379
CN49103PC,NANJING WATER PLANNING AND DESIGNING INSTITUTE CORPORATION LIMITED,CN,7112,39388.86466,371,NANJING,29.56,71,4.595373463
CN49841PC,HUNAN BG WELL-POINT ENVIRONMENTAL SCIENCE & TECHNOLOGY COMPANY LIMITED,CN,8299,39388.72154,397,CHANGSHA,18.61,82,4.595371885
CN43908PC,JIANGSU CHENWU ENERGY CONSERVATION TECHNOLOGY COMPANY LIMITED,CN,6190,39385.14347,98,JINGJIANG,18.751,61,4.595332432
CN52254PC,CHONGQING HONGQUANXINGYE METAL PRODUCTS STOCK COMPANY LIMITED,CN,2550,39345.78466,279,CHONGQING,10.458,25,4.594898211
CN46985PC,AMSINOMED MEDICAL COMPANY LIMITED,CN,3250,39330.95111,198,BEIJING,15.668,32,4.594734449
CN48333PC,CHENGDU XINGRAPHICS COMPANY LIMITED,CN,3299,39328.46678,196,CHENGDU,15.362,32,4.594707016
CN43325PC,SHENZHEN GOLDENKEN NEW MATERIAL COMPANY LIMITED,CN,4652,39310.61382,395,SHENZHEN,-2.982,46,4.594509825
CN42082PC,YANGZHOU DERWINS PLASTICS TECHNOLOGY COMPANY LIMITED,CN,1511,39307.31183,317,YANGZHOU,15.387,15,4.594473344
CN48154PC,HUNAN C.Y. INDUSTRIAL NEW MATERIAL CORPORATION LIMITED,CN,2060,39300.70093,560,NA,11.656,20,4.594400296
CN41530PC,WUXI JIALONG HEAT-EXCHANGER STOCK COMPANY LIMITED,CN,2599,39293.97415,551,WUXI,4.525,25,4.594325955
CN42057PC,SHANGHAI GENTEK CORPORATION LIMITED,CN,4651,39218.54836,99,SHANGHAI,23.015,46,4.593491515
CN40068PC,THE GREAT WALL OF CULTURE GROUP HOLDING COMPANY LIMITED GUANGDONG,CN,2341,39218.26212,790,CHAOZHOU,-51.104,23,4.593488345
CN48271PC,BRAVOLED INDUSTRIAL COMPANY LIMITED,CN,2790,39213.24912,190,NA,30.672,27,4.593432828
CN51895PC,LIUZHOU JINTAI LOGISTICS COMPANY LIMITED,CN,2059,39204.87493,278,NA,0.396,20,4.593340073
CN52690PC,SICHUAN SUNBONNY CONSTRUCTION COMPANY LIMITED,CN,4120,39196.65055,237,CHENGDU,-6.559,41,4.593248957
CN9361133619,"HENAN XINTAIHANG POWER SOURCE CO., LTD.",CN,2720,39190.5058,NA,NANGANDAO,18.657,27,4.593180869
CN46098PC,SHANGHAI AFMEDIAL COMPANY LIMITED,CN,6190,39179.92236,36,NA,23.045,61,4.593063571
CN9366720682,"JIANGSU QINGQUAN CHEMICAL CO., LTD.",CN,2059,39167.45347,410,YANCHENG,-11.726,20,4.592925336
CN47872PC,XIAMEN AEROSPACE SIERT ROBOT SYSTEM COMPANY LIMITED,CN,3299,39155.69939,252,XIAMEN,8.488,32,4.592794986
CN45344PC,JIANGSU TIEKE NEW MATERIAL COMPANY LIMITED,CN,2219,39126.66343,288,ZHENJIANG,20.208,22,4.592472815
CN50387PC,LUHENG TECHNOLOGY GROUP COMPANY LIMITED,CN,113,39121.22476,372,BEIJING,18.879,1,4.592412443
CN52683PC,BEIJING CINSOS CONSULTANT COMPANY LIMITED,CN,7022,39112.06489,424,BEIJING,2.156,70,4.592310745
CN47120PC,SHANDONG HUANFENG FOOD COMPANY LIMITED,CN,1089,39111.77865,167,WEIFANG,13.298,10,4.592307566
CN51147PC,SHANGHAI SENYU MEDIA HOLDING COMPANY LIMITED,CN,6020,39099.18383,72,SHANGHAI,8.413,60,4.592167692
CN48719PC,JIANGSU CHENHUA ENERY COMPANY LIMITED,CN,4671,39060.55857,88,SHANGHAI,10.591,46,4.591738449
CN46874PC,JIANGSU LANSWON TECHNOLOGIES COMPANY LIMITED,CN,4651,39040.48053,222,WUXI,18.647,46,4.591515155
CN47980PC,"JIANGXI BAILE GRAIN CO., LTD.",CN,1073,38998.82192,NA,XINYU,30.269,10,4.591051488
CN43676PC,NINGBO ZHONGYUAN ALLJOY FISHING TACKLE COMPANY LIMITED,CN,9329,38956.37473,1071,NINGBO,8.842,93,4.590578535
CN46250PC,HIVI ACOUSTICS TECHNOLOGY COMPANY LIMITED,CN,2640,38950.62222,818,GUANGZHOU,6.807,26,4.5905144
CN48079PC,FUJIAN GLANNY BIO-ENGINEERING COMPANY LIMITED,CN,2110,38942.79992,222,NA,18.945,21,4.590427173
CN46903PC,LONGHORN INTELLIGENT TECH COMPANY LIMITED,CN,2740,38927.00693,367,SHENZHEN,16.936,27,4.590251012
CN52936PC,JIANGXI QUNXIN STRONG MAGNETIC NEW MATERIAL COMPANY LIMITED,CN,4677,38889.07935,166,NA,6.411,46,4.589827662
CN45766PC,"SHENZHEN NEWCCESS INDUSTRIAL CO., LTD.",CN,2612,38883.11803,163,SHENZHEN,9.211,26,4.589761084
CN47140PC,NANTONG AMC MACHINERY IN CORPORATION,CN,3299,38867.32467,582,NANTONG,6.989,32,4.589584648
CN9367161803,"SUNMNET TECHNOLOGY CO., LTD.",CN,5829,38847.95095,NA,GUANGZHOU,21.161,58,4.589368117
CN51000PC,RABBIT DENTAL GROUP,CN,8690,38838.55695,1053,XI’AN,35.561,86,4.589263085
CN47767PC,SHANGHAI MINSHEN AGRICULTURAL TECHNOLOGY INC,CN,161,38817.01559,42,SHANGHAI,4.352,1,4.589022142
CN46200PC,"SMS ELECTRIC CO.,LTD.ZHENGZHOU",CN,4652,38811.93609,462,ZHENGZHOU,7.48,46,4.588965308
CN45132PC,"JIANGXI GANNAN HAIXIN PHARMACEUTICAL COMPANY,LIMITED",CN,2120,38808.55214,360,ZHANGYE,32.711,21,4.588927441
CN49428PC,WENZHOU INNOVATIVE NEW MATERIALS LIMITED BY SHARE LIMITED,CN,4399,38768.71296,160,WENZHOU,33.016,43,4.588481384
CN41557PC,BEIJING YUSHIYUAN FOOD COMPANY LIMITED,CN,1089,38742.52146,287,BEIJING,8.587,10,4.588187882
CN52977PC,NEXSEC INCORPORATED,CN,6209,38739.08651,209,BEIJING,32.501,62,4.588149376
CN47076PC,LANKAO RUIHUA GREEN POWER COMPANY LIMITED,CN,2711,38702.59016,243,KAIFENG,7.221,27,4.587740031
CN43750PC,SHANDONG SUNWAY STEEL BUILDING COMPANY LIMITED,CN,7112,38691.85594,172,CHENGTANGCUN,13.076,71,4.587619562
CN41488PC,JIANGSU WIN STANDARD COMPANY LIMITED,CN,4690,38686.34331,160,NANJING,3.521,46,4.587557681
CN47508PC,ANHUI YINFENG PHARMACEUTICAL COMPANY LIMITED,CN,1089,38665.95069,92,FUYANG,10.679,10,4.587328693
CN53081PC,RONGCHENG COMPAKS NEW ENERGY AUTOMOBILE COMPANY LIMITED,CN,2932,38648.48969,508,JIEYANG,23.596,29,4.587132527
CN44096PC,WUXI CHUANGDA ADVANCED MATERIALS COMPANY LIMITED,CN,4675,38633.88411,381,WUXI,9.736,46,4.586968373
CN45362PC,HAINAN TIANHONG MUNICIPAL DESIGN COMPANY LIMITED,CN,7112,38584.41672,440,HAIKOU,20.837,71,4.586411939
CN50659PC,HUBEI LONGXIANG PHARMACEUTICAL TECH COMPANY LIMITED,CN,2120,38509.66043,347,WUXUE,13.675,21,4.585569689
CN52050PC,BEIJING ZHONGKEHAIXUN DIGITALS&T COMPANY LIMITED,CN,2651,38487.47638,220,BEIJING,9.263,26,4.585319435
CN43698PC,JINGYING SHUZHI TECHNOLOGY COMPANY LIMITED,CN,7490,38485.61578,338,TAIYUAN,29.148,74,4.58529844
CN51889PC,JIANGSU JINHENG INFORMATION TECHNOLOGY COMPANY LIMITED,CN,4741,38469.72913,561,NANJING,13.512,47,4.585119128
CN51051PC,JIANGXI WORLD MEANS OF AGRICULTURAL PRODUCTION CHAIN GROUP COMPANY LIMITED,CN,4675,38463.57485,52,NANCHANG,-1.046,46,4.585049646
CN41463PC,ANHUI SEALONG BIOTECHNOLOGY COMPANY LIMITED,CN,2059,38458.13618,354,BENGBU,2.911,20,4.584988233
CN40561FC,VICTORY NEW MATERIALS LIMITED COMPANY,CN,9523,38431.64103,NA,JINJIANG,-7.408,95,4.584688929
CN44344PC,"CHENGDU QUANYUANTANG PHARMACY CHAIN JOINT STOCK CO., LTD.",CN,4645,38430.84785,NA,CHENGDU,4.161,46,4.584679966
CN40298PC,SHENZHEN DVISION COMPANY LIMITED,CN,6201,38419.23359,1085,SHENZHEN,-29.493,62,4.584548697
CN48523PC,SHANGHAI UNION TECHNOLOGY CORPORATION,CN,2823,38390.71705,198,SHANGHAI,3.908,28,4.584226224
CN44599PC,WINNER TECHNOLOGY COMPANY LIMITED,CN,2630,38367.7233,648,SHANGHAI,13.96,26,4.583966029
CN43365PC,ZHEJIANG SLING AUTOBILE BEARING COMPANY LIMITED,CN,2932,38359.98946,600,SHAOXING,29.062,29,4.583878479
CN43983PC,TECHVISION INTELLIGENT TECHNOLOGY COMPANY LIMITED,CN,4652,38348.60758,280,SHENZHEN,8.483,46,4.5837496
CN48004PC,PANZHIHUA BING YANG TECHNOLOGY COMPANY LIMITED,CN,990,38342.33296,187,NA,28.08,9,4.583678534
CN48697PC,NEWONDER SPECIAL ELECTRIC COMPANY LIMITED,CN,2711,38337.34041,365,BEIJING,12.683,27,4.583621981
CN31832PC,YOUNGY COMPANY LIMITED,CN,4652,38326.74932,512,GUANGZHOU,-53.766,46,4.583501986
CN9360884926,"TSINGTOO INTELLIGENCE (BEIJING) TECHNOLOGY CO., LTD.",CN,2899,38307.02026,120,BEIJING,29.088,28,4.583278371
CN9398799509,"QUANTUMCTEK CO., LTD.",CN,2630,38281.19185,540,HEFEI,10.88,26,4.582985451
CN43649PC,LUOHE LETONE HYDRAULICS TECHNOLOGY COMPANY LIMITED,CN,1420,38251.1804,522,LUOHE,14.581,14,4.582644842
CN43942PC,JIANGSU CHINAGREEN BIOLOGICAL TECHNOLOGY COMPANY LIMITED,CN,111,38236.0662,946,SUQIAN,12.26,1,4.582473205
CN44681PC,SHANGHAI ZJ BIO-TECH COMPANY LIMITED,CN,2120,38229.56884,231,SHANGHAI,10.672,21,4.5823994
CN46180PC,GHT COMPANY LIMITED,CN,2630,38225.84764,389,GUANGZHOU,2.869,26,4.582357124
CN30854PC,GUIZHOU CHANGZHENG TIANCHENG HOLDING COMPANY LIMITED,CN,2712,38206.2398,NA,ZUNYI,-247.775,27,4.582134297
CN44870PC,BOSTD GEOSYNTHETICS QINGDAO LIMITED,CN,2229,38165.73601,211,QINGDAO,15.025,22,4.581673642
CN49938PC,HENAN BOYUAN ELECTRICAL EQUIPMENT COMPANY LIMITED,CN,3299,38164.87727,296,KAIFENG,38.946,32,4.58166387
CN49856PC,SHANGHAI TRANSCOM SCIENTIFIC COMPANY LIMITED,CN,2720,38151.42371,61,SHANGHAI,6.058,27,4.581510749
CN44029PC,CHENYUE PROJECT CONSULTING GROUP COMPANY LIMITED,CN,8299,38142.26384,953,CHENGDU,41.934,82,4.581406466
CN47240PC,SUCTRN TECHNOLOGY COMPANY LIMITED,CN,2829,38098.61135,233,XIAMEN,1.166,28,4.580909146
CN44110PC,SHENGJING TECHNOLOGY CORPORATION LIMITED,CN,8552,38072.60825,595,BEIJING,11.304,85,4.58061263
CN43255PC,WEIFANG JINZHENG FOOD COMPANY LIMITED,CN,1012,38068.69865,414,SHOUGUANG,0.206,10,4.580568031
CN53015PC,JIANG XI YU WANG TECHNOLOG COMPANY LIMITED,CN,6190,38055.67447,48,SHANGRAO,37.216,61,4.580419423
CN50642PC,HANGZHOU QUENTIN SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,6209,38050.66516,315,HANGZHOU,36.152,62,4.580362253
CN48289PC,TANGSHANJUFENGTANG PHARMACEUTICAL CHAIN COMPANY LIMITED,CN,4773,38027.28844,226,TANGSHAN,-12.196,47,4.580095359
CN44900PC,ZHEJIANG KAICHUANG ENVIRONMENTAL TECHNOLOGY COMPANY LIMITED,CN,4690,38013.86366,361,HANGZHOU,23.58,46,4.579942013
CN41810PC,JIANGXI HAN'S POWER TECHNOLOGY COMPANY LIMITED,CN,2790,38008.01542,459,NANCHANG,-0.44,27,4.579875194
CN47466PC,JIANGXI SHANSHUI OPTOELECTRONIC TECHNOLOGY COMPANY LIMITED,CN,4652,38007.24756,429,JIUJIANG,2.058,46,4.57986642
CN43664PC,BEIJING BLUEPOWER TECHNOLOGY COMPANY LIMITED,CN,5829,37999.57027,195,BEIJING,-23.771,58,4.579778685
CN9367159157,"HAINAN SUCCESS SCIENCE AND TECHNOLOGY CO., LTD.",CN,5229,37994.84076,NA,NA,10.811,52,4.579724629
CN50348PC,JIANGSU YIPINYUGONG INDUSTRY COMPANY LIMITED,CN,4648,37980.96429,32,SUZHOU,2.213,46,4.579565987
CN45390PC,"HEXAGON TOWER (TIANJIN) TECHNOLOGY CO., LTD.",CN,4299,37949.04374,NA,TIANJIN,43.999,42,4.579200837
CN30334PC,GUANGDONG HUASHENG SCIENCE-TECHNOLOGY INVESTMENT COMPANY LIMITED,CN,111,37938.5999,114,GUANGZHOU,-11.089,1,4.579081299
CN46149PC,"WUHAN LEAD ELECTRIC POWER TECHNOLOGY CO., LTD.",CN,2790,37917.26363,70,WUHAN,34.585,27,4.578836988
CN42602PC,JIANGSU JINGYUAN ENVIRONMENTAL PROTECTION COMPANY LIMITED,CN,2899,37905.15215,165,NANTONG,23.987,28,4.578698244
CN45674PC,SHANGHAI HEATKING INDUCTION TECHNOLOGY COMPANY LIMITED,CN,3299,37882.06634,57,SHANGHAI,7.05,32,4.57843366
CN43954PC,KUNMING AUTOMATION WHOLE SET OF EQUIPMENT BUSINESS COMPANY LIMITED,CN,7112,37876.91391,202,KUNMING,22.004,71,4.578374587
CN42853PC,ZIBO LIANCHI WOMEN &INFANTS HOSPITAL COMPANY LIMITED,CN,6512,37871.61836,781,ZIBO,18.769,65,4.578313864
CN43280PC,SHANGHAI QXQC NEW MATERIAL TECHNOLOGY COMPANY LIMITED,CN,2052,37849.00494,186,SHANGHAI,5.448,20,4.578054466
CN47902PC,NINGBO VISTART INTELLIGENT TECHNOLOGY COMPANY LIMITED,CN,2815,37839.12946,471,NINGBO,19.574,28,4.577941136
CN52387PC,JINZHOU FIRE PROTECTION ENGINEERING (BEIJING) COMPANY LIMITED,CN,7490,37829.68334,103,BEIJING,4.341,74,4.577832706
CN41696PC,FUJIAN GOLDTECH INFORMATION TECHNOLOGY CORPORATION LIMITED,CN,4651,37825.10341,195,FUZHOU,13.052,46,4.577780124
CN44309PC,LOOTOM TELCOVIDEO NETWORK(WUXI) COMPANY LIMITED,CN,6209,37824.81716,358,WUXI,0.799,62,4.577776837
CN47983PC,QINGDAO SINZE ENVIRONMENT TECHNOLOGY COMPANY LIMITED,CN,3811,37814.51231,163,QINGDAO,9.023,38,4.577658504
CN41481PC,SUZHOU QC-TECH COMPANY LIMITED,CN,2790,37806.36329,215,SUZHOU,18.045,27,4.577564903
CN51413PC,PROFIT PERMANENCE BEIJING NETWORK TECHNOLOGY COMPANY LIMITED,CN,6190,37800.20002,105,BEIJING,-11.963,61,4.577494098
CN43734PC,"HANGZHOU TIANCHUANG ENVIRONMENTAL TECHNOLOGY CO., LTD.",CN,2899,37746.6814,NA,HANGZHOU,7.939,28,4.576878775
CN44613PC,HODOJOU TECHNOLOGY COMPANY LIMITED,CN,7112,37741.09024,67,BEIJING,-35.667,71,4.576814442
CN46139PC,SHENYANG DONGGUAN POWER TECHNOLOGY GROUP COMPANY LIMITED,CN,7739,37732.78911,212,SHENYANG,-0.33,77,4.576718908
CN48070PC,WUXI XIANGLONG GLOBAL TECHNOLOGY COMPANY LIMITED,CN,3299,37682.98233,383,NA,22.13,32,4.576145267
CN45438PC,HERREL ENVIRONMENTAL PROTECTION INDUSTRIAL COMPANY LIMITED,CN,3811,37673.53621,550,CHENGDU,12.124,38,4.576036387
CN50076PC,WUXI XIEXIN WORSTED SPINNING WEAVING AND DYEING COMPANY LIMITED,CN,1330,37668.24066,536,WUXI,2.619,13,4.575975336
CN42159PC,SHANDONG LINK ADVANCED MATERIALS COMPANY LIMITED,CN,2059,37666.40949,128,WEIFANG,18.577,20,4.575954224
CN46502PC,JIANGSU ZENJI PHARMACEUTICALS LIMITED,CN,2110,37650.92279,788,HUAI'AN,6.952,21,4.575775625
CN47762PC,BEIJING MODERN HORIZON INTERNATIONAL TRAVEL SERVICE COMPANY LIMITED,CN,7490,37624.73129,70,BEIJING,2.456,74,4.575473407
CN50570PC,ZHEJIANG HENGYUAN SANITARY WARE COMPANY LIMITED,CN,3109,37620.72385,544,NA,34.136,31,4.575427147
CN9367159412,"FENGLIN ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",CN,2229,37618.12456,NA,YANTAI,10.408,22,4.57539714
CN50353PC,DANDONG HUAFU YALU RIVER THERMAL POWER COMPANY LIMITED,CN,3511,37593.06365,226,DANDONG,-3.713,35,4.57510772
CN9360100737,"GANSU HONGLIANG LEATHER CO., LTD.",CN,1413,37583.31022,NA,LINXIA CHENGGUANZHEN,12.692,14,4.574995029
CN40642PC,SHANGHAI HUAHONG JITONG SMART SYSTEM COMPANY LIMITED,CN,6201,37582.79627,170,SHANGHAI,1.046,62,4.57498909
CN32099PC,TECH SEMICONDUCTORS COMPANY LIMITED,CN,2611,37545.29806,511,XIANGYANG,-34.208,26,4.574555556
CN30819PC,NINGXIA XINRI HENGLI STEEL WIRE COMPANY LIMITED,CN,2434,37543.58058,360,SHIZUISHAN,-6.039,24,4.57453569
CN51450PC,FUJIAN MILKY-WAY TECHNOLOGY COMPANY LIMITED,CN,2612,37532.70324,413,FUZHOU,18.678,26,4.574409845
CN41702PC,XINJIANG HUALONG OILFIELD TECHNOLOGICAL LIMITED-LIABILITY COMPANY (LTD),CN,610,37508.97528,542,KARAMAY,5.519,6,4.5741352
CN52569PC,JIANGSU XIANGRU BIOLOGICAL TECHNOLOGY COMPANY LIMITED,CN,113,37507.94297,861,XINPU,11.706,1,4.574123247
CN43536PC,ZHEJIANG SHUANGSEN METAL TECHNOLOGY COMPANY LIMITED,CN,2599,37507.5136,225,WENLING,12.429,25,4.574118275
CN49388PC,SHENZHEN JINERHAO JEWELRY COMPANY LIMITED,CN,4648,37489.56772,27,SHENZHEN,6.331,46,4.573910433
CN49834PC,SHANGHAI FAIRYLAND SOFTWARE COMPANY LIMITED,CN,5829,37488.69219,699,SHANGHAI,22.223,58,4.57390029
CN47118PC,FUJIAN NASHIDA ELECTRONIC INCORPORATED COMPANY,CN,2790,37474.39188,237,FUZHOU,10.489,27,4.573734594
CN9379499553,"HUNAN TIANXIN BREEDING SHARE CO., LTD.",CN,146,37437.03442,291,CHANGSHA,36.23,1,4.573301439
CN49753PC,ZHEJIANG GREATWALL MIXERS COMPANY LIMITED,CN,2829,37423.31936,296,WENZHOU,31.934,28,4.573142306
CN46391PC,"SHENZHEN CHINESE MEDIA CO., LTD",CN,7490,37410.46645,NA,SHENZHEN,17.575,74,4.572993123
CN41261PC,JILIN TRIPGLOBAL NETWORK TECHNOLOGY COMPANY LIMITED,CN,4651,37402.17512,244,CHANGCHUN,11.797,46,4.572896859
CN31847PC,BEIJING HENGYE CENTURY TECHNOLOGY COMPANY LIMITED,CN,2630,37395.44835,305,BEIJING,10.825,26,4.572818745
CN46156PC,CHANGSHA DIALINE NEW MATERIAL SCI. AND TECH.COMPANY LIMITED,CN,2593,37379.13232,766,CHANGSHA,-11.488,25,4.572629216
CN44632PC,FUJIAN MR FIBER JOINT COMPANY LIMITED,CN,2060,37369.82933,205,NANPING,-7.109,20,4.572521114
CN42140PC,JIANGSU NEW VICTOR INDUSTRIAL COMPANY LIMITED,CN,2894,37342.92222,302,ZHANGJIAGANG,33.962,28,4.5722083
CN43618PC,SMMC MARINE DRIVE SYSTEMS(SUZHOU) COMPANY LIMITED,CN,3099,37337.62304,300,SUZHOU,41.889,30,4.572146667
CN30292PC,WENYI TRINITY TECHNOLOGY COMPANY LIMITED,CN,2573,37333.76235,734,WUSONG,-18.556,25,4.572101759
CN52412PC,GANZHOU CITY HENGYUAN SCIENCE&TECHONOLOGY COMPANY LIMITED,CN,4677,37329.18242,156,ZHANGYE,11.632,46,4.572048478
CN50160PC,SHANGHAI YING TA AIRCONDITION ENTERPRISE COMPANY LIMITED,CN,2825,37297.266,418,SHANGHAI,15.218,28,4.571676998
CN31712PC,XINJIANG BAIHUACUN COMPANY LIMITED,CN,2620,37285.10055,856,ÜRÜMQI,4.406,26,4.571535319
CN49675PC,LITTLE LAMB CORPORATION LIMITED,CN,5610,37284.67118,1017,BAOTOU,12.619,56,4.571530317
CN30628PC,SHANDONG JIANGQUAN INDUSTRY COMPANY LIMITED,CN,2332,37264.77709,499,LINYI,-151.32,23,4.571298528
CN9360120782,"GUILIN HIVISION TECHNOLOGY CO., LTD.",CN,2611,37252.13363,325,GUILIN,17.483,26,4.571151152
CN45481PC,GUANGDONG BESTEK E-COMMERCE COMPANY LIMITED,CN,4778,37250.17855,241,SHENZHEN,13.977,47,4.571128359
CN9374953238,"GUANGDONG JINLI TRANSMISSION TECHNOLOGY CO., LTD.",CN,2711,37237.69785,NA,HUIZHOU,38.421,27,4.570982824
CN49552PC,BEIJING DONGFANG FEIYUN INTERNATIONAL FILM&TV CORPORATION,CN,6020,37227.70825,41,BEIJING,-34.678,60,4.570866302
CN51346PC,SINOFIBERS TECHNOLOGY COMPANY LIMITED,CN,2013,37214.11157,260,CHANGZHOU,16.255,20,4.570707655
CN52658PC,ZHEJIANG BADA TUNNEL ENGINEERING CORPORATION LIMITED,CN,4299,37211.67848,138,WENZHOU,9.92,42,4.57067926
CN9367126017,"JINYAHAO PRECISION METAL TECHNOLOGY CO., LTD.",CN,2611,37200.05947,NA,SHENZHEN,0.874,26,4.570543634
CN49472PC,BEIJING ABT NETWORKS COMPANY LIMITED,CN,5829,37190.92565,192,BEIJING,8.23,58,4.570436988
CN45167PC,"ZHONGSHAN SHANGYANG TECHNOLOGY CO., LTD.",CN,2042,37173.96544,NA,ZHONGSHAN,32.903,20,4.570238891
CN50896PC,CHINA NORTH INDUSTRIES GROUP HANGLIAN TECHNOLOGY COMPANY LIMITED,CN,2611,37171.60406,493,TAIXING,14.82,26,4.570211303
CN9367171235,HE NAN ZONG HENG SHENG TAI HUAN JING YOU XIAN ZE REN GONG SI,CN,8411,37169.12411,47,HEBI,6.61,84,4.570182327
CN49016PC,HANK ELECTRONICS COMPANY LIMITED,CN,2611,37167.0547,683,SHENZHEN,-8.234,26,4.570158147
CN47252PC,CHINA WIT MEDIA COMPANY LIMITED,CN,5911,37160.14395,50,NA,13.893,59,4.570077388
CN9367156716,"BEIJING FLORISUN CULTURE MEDIA CO., LTD.",CN,9329,37143.09745,NA,BEIJING,51.755,93,4.569878118
CN49907PC,HANGZHOU SOURCE INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6201,37138.54266,235,HANGZHOU,22.182,62,4.569824858
CN43685PC,HAOYE(GUANGDONG)PORCELAIN COMPANY LIMITED,CN,2399,37130.89267,858,SHANTOU,21.085,23,4.56973539
CN9360454997,"SICHUAN WHAYER INFORMATION INDUSTRY CO., LTD.",CN,6399,37124.37948,249,CHENGDU,5.665,63,4.569659203
CN47695PC,BEIJING JX360 M&E TECHNOLOGY COMPANY LIMITED,CN,4329,37120.52235,116,NA,7.058,43,4.569614079
